motor,pwm,pos,duration,n_points,first,last,sum,actual_n_points,actual_first,actual_last,actual_sum,n_points_match,first_abs_error,last_abs_error,sum_abs_error,max_abs_error,regression_pass,monotonic
2,-64,-24,3,21,-24,-24,-504,21,-24,-24,-504,1,0,0,0,0,1,1
2,-64,905,0.2,1,102.666666666667,102.666666666667,102.666666666667,1,102.666666666667,102.666666666667,102.666666666667,1,0,0,0,0,1,1
2,-64,905,3,21,233.333333333333,-15,-66.6666666666667,21,233.333333333333,-15,-66.6666666666667,1,0,0,0,0,1,1
2,-64,1834,0.2,1,578,578,578,1,578,578,578,1,0,0,0,0,1,1
2,-64,1834,3,21,948.333333333333,-15,913.666666666667,21,948.333333333333,-15,913.666666666667,1,0,0,0,0,1,1
2,-64,2763,0.2,1,1329,1329,1329,1,1329,1329,1329,1,0,0,0,0,1,1
2,-64,2763,3,21,1678,-15,2386.33333333333,21,1678,-15,2386.33333333333,1,0,0,0,0,1,1
2,-64,3692,0.2,1,1969.33333333333,1969.33333333333,1969.33333333333,1,1969.33333333333,1969.33333333333,1969.33333333333,1,0,0,0,0,1,1
2,-64,3692,3,21,2410,-15,4229,21,2410,-15,4229,1,0,0,0,0,1,1
2,-64,4621,0.2,1,2410,2410,2410,1,2410,2410,2410,1,0,0,0,0,1,1
2,-64,4621,3,21,2925,-15,5599.33333333333,21,2925,-15,5599.33333333333,1,0,0,0,0,1,1
2,-64,5550,0.2,1,2410,2410,2410,1,2410,2410,2410,1,0,0,0,0,1,1
2,-64,5550,3,21,2925,-15,5599.33333333333,21,2925,-15,5599.33333333333,1,0,0,0,0,1,1
2,96,0,0.2,1,3618.75,3618.75,3618.75,1,3618.75,3618.75,3618.75,1,0,0,0,0,1,1
2,96,0,3,21,3059.5,5435.75,107782,21,3059.5,5435.75,107782,1,0,0,0,0,1,1
2,96,1084.16666666667,0.2,1,3969.25,3969.25,3969.25,1,3969.25,3969.25,3969.25,1,0,0,0,0,1,1
2,96,1084.16666666667,3,21,3552,5435.75,108832.5,21,3552,5435.75,108832.5,1,0,0,0,0,1,1
2,96,2168.33333333333,0.2,1,4190.75,4190.75,4190.75,1,4190.75,4190.75,4190.75,1,0,0,0,0,1,1
2,96,2168.33333333333,3,21,3879.25,5435.75,109459.5,21,3879.25,5435.75,109459.5,1,0,0,0,0,1,1
2,96,3252.5,0.2,1,4314.25,4314.25,4314.25,1,4314.25,4314.25,4314.25,1,0,0,0,0,1,1
2,96,3252.5,3,21,4240.25,5435.75,110366.75,21,4240.25,5435.75,110366.75,1,0,0,0,0,1,1
2,96,4336.66666666667,0.2,1,4725.25,4725.25,4725.25,1,4725.25,4725.25,4725.25,1,0,0,0,0,1,1
2,96,4336.66666666667,3,21,4676.25,5435.75,113074,21,4676.25,5435.75,113074,1,0,0,0,0,1,1
2,96,5420.83333333333,0.2,1,5435.75,5435.75,5435.75,1,5435.75,5435.75,5435.75,1,0,0,0,0,1,1
2,96,5420.83333333333,3,21,5435.75,5435.75,114150.75,21,5435.75,5435.75,114150.75,1,0,0,0,0,1,1
2,96,6505,0.2,1,6505,6505,6505,1,6505,6505,6505,1,0,0,0,0,1,1
2,96,6505,3,21,6505,6505,136605,21,6505,6505,136605,1,0,0,0,0,1,1
2,-96,-178,0.2,1,-178,-178,-178,1,-178,-178,-178,1,0,0,0,0,1,1
2,-96,-178,3,21,-178,-178,-3738,21,-178,-178,-3738,1,0,0,0,0,1,1
2,-96,935.833333333333,0.2,1,-123.5,-123.5,-123.5,1,-123.5,-123.5,-123.5,1,0,0,0,0,1,1
2,-96,935.833333333333,3,21,-123.5,-123.5,-2593.5,21,-123.5,-123.5,-2593.5,1,0,0,0,0,1,1
2,-96,2049.66666666667,0.2,1,-123.5,-123.5,-123.5,1,-123.5,-123.5,-123.5,1,0,0,0,0,1,1
2,-96,2049.66666666667,3,21,-123.5,-123.5,-2593.5,21,-123.5,-123.5,-2593.5,1,0,0,0,0,1,1
2,-96,3163.5,0.2,1,-123.5,-123.5,-123.5,1,-123.5,-123.5,-123.5,1,0,0,0,0,1,1
2,-96,3163.5,3,21,-82.25,-123.5,-2552.25,21,-82.25,-123.5,-2552.25,1,0,0,0,0,1,1
2,-96,4277.33333333333,0.2,1,-123.5,-123.5,-123.5,1,-123.5,-123.5,-123.5,1,0,0,0,0,1,1
2,-96,4277.33333333333,3,21,520.25,-123.5,-1949.75,21,520.25,-123.5,-1949.75,1,0,0,0,0,1,1
2,-96,5391.16666666667,0.2,1,339,339,339,1,339,339,339,1,0,0,0,0,1,1
2,-96,5391.16666666667,3,21,1482.25,-123.5,-987.75,21,1482.25,-123.5,-987.75,1,0,0,0,0,1,1
2,-96,6505,0.2,1,459.5,459.5,459.5,1,459.5,459.5,459.5,1,0,0,0,0,1,1
2,-96,6505,3,21,1712.25,-123.5,-757.75,21,1712.25,-123.5,-757.75,1,0,0,0,0,1,1
2,128,0,0.2,1,5522.66666666667,5522.66666666667,5522.66666666667,1,5522.66666666667,5522.66666666667,5522.66666666667,1,0,0,0,0,1,1
2,128,0,3,21,4300.66666666667,6113.83333333333,126453.166666667,21,4300.66666666667,6113.83333333333,126453.166666667,1,0,0,1.45519152283669e-11,1.45519152283669e-11,1,1
2,128,1106.33333333333,0.2,1,5900,5900,5900,1,5900,5900,5900,1,0,0,0,0,1,1
2,128,1106.33333333333,3,21,5161.83333333333,6113.83333333333,127346.5,21,5161.83333333333,6113.83333333333,127346.5,1,0,0,1.45519152283669e-11,1.45519152283669e-11,1,1
2,128,2212.66666666667,0.2,1,5995.33333333333,5995.33333333333,5995.33333333333,1,5995.33333333333,5995.33333333333,5995.33333333333,1,0,0,0,0,1,1
2,128,2212.66666666667,3,21,5708.83333333333,6113.83333333333,127910.666666667,21,5708.83333333333,6113.83333333333,127910.666666667,1,0,0,1.45519152283669e-11,1.45519152283669e-11,1,1
2,128,3319,0.2,1,6034.66666666667,6034.66666666667,6034.66666666667,1,6034.66666666667,6034.66666666667,6034.66666666667,1,0,0,0,0,1,1
2,128,3319,3,21,5934.5,6113.83333333333,128171.666666667,21,5934.5,6113.83333333333,128171.666666667,1,0,0,1.45519152283669e-11,1.45519152283669e-11,1,1
2,128,4425.33333333333,0.2,1,6041,6041,6041,1,6041,6041,6041,1,0,0,0,0,1,1
2,128,4425.33333333333,3,21,6030.5,6113.83333333333,128277.5,21,6030.5,6113.83333333333,128277.5,1,0,0,1.45519152283669e-11,1.45519152283669e-11,1,1
2,128,5531.66666666667,0.2,1,6082.5,6082.5,6082.5,1,6082.5,6082.5,6082.5,1,0,0,0,0,1,1
2,128,5531.66666666667,3,21,6038.16666666667,6113.83333333333,128305.666666667,21,6038.16666666667,6113.83333333333,128305.666666667,1,0,0,1.45519152283669e-11,1.45519152283669e-11,1,1
2,128,6638,0.2,1,6638,6638,6638,1,6638,6638,6638,1,0,0,0,0,1,1
2,128,6638,3,21,6638,6638,139398,21,6638,6638,139398,1,0,0,0,0,1,1
2,-128,-278,0.2,1,-278,-278,-278,1,-278,-278,-278,1,0,0,0,0,1,1
2,-128,-278,3,21,-278,-278,-5838,21,-278,-278,-5838,1,0,0,0,0,1,1
2,-128,874.666666666667,0.2,1,-223.5,-223.5,-223.5,1,-223.5,-223.5,-223.5,1,0,0,0,0,1,1
2,-128,874.666666666667,3,21,-223.5,-223.5,-4693.5,21,-223.5,-223.5,-4693.5,1,0,0,0,0,1,1
2,-128,2027.33333333333,0.2,1,-223.5,-223.5,-223.5,1,-223.5,-223.5,-223.5,1,0,0,0,0,1,1
2,-128,2027.33333333333,3,21,-223.5,-223.5,-4693.5,21,-223.5,-223.5,-4693.5,1,0,0,0,0,1,1
2,-128,3180,0.2,1,-223.5,-223.5,-223.5,1,-223.5,-223.5,-223.5,1,0,0,0,0,1,1
2,-128,3180,3,21,-223.5,-223.5,-4693.5,21,-223.5,-223.5,-4693.5,1,0,0,0,0,1,1
2,-128,4332.66666666667,0.2,1,-223.5,-223.5,-223.5,1,-223.5,-223.5,-223.5,1,0,0,0,0,1,1
2,-128,4332.66666666667,3,21,-150.5,-223.5,-4620.5,21,-150.5,-223.5,-4620.5,1,0,0,0,0,1,1
2,-128,5485.33333333333,0.2,1,-223.5,-223.5,-223.5,1,-223.5,-223.5,-223.5,1,0,0,0,0,1,1
2,-128,5485.33333333333,3,21,556.666666666667,-223.5,-3913.33333333333,21,556.666666666667,-223.5,-3913.33333333333,1,0,0,0,0,1,1
2,-128,6638,0.2,1,-104,-104,-104,1,-104,-104,-104,1,0,0,0,0,1,1
2,-128,6638,3,21,1363.16666666667,-223.5,-3106.83333333333,21,1363.16666666667,-223.5,-3106.83333333333,1,0,0,0,0,1,1
2,160,0,0.2,1,6205.6,6205.6,6205.6,1,6205.6,6205.6,6205.6,1,0,0,0,0,1,1
2,160,0,3,21,5226.4,6482.8,134842.6,21,5226.4,6482.8,134842.6,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
2,160,1109.66666666667,0.2,1,6329.8,6329.8,6329.8,1,6329.8,6329.8,6329.8,1,0,0,0,0,1,1
2,160,1109.66666666667,3,21,5975.6,6482.8,135597.8,21,5975.6,6482.8,135597.8,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
2,160,2219.33333333333,0.2,1,6401.6,6401.6,6401.6,1,6401.6,6401.6,6401.6,1,0,0,0,0,1,1
2,160,2219.33333333333,3,21,6217.4,6482.8,135856,21,6217.4,6482.8,135856,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
2,160,3329,0.2,1,6443.6,6443.6,6443.6,1,6443.6,6443.6,6443.6,1,0,0,0,0,1,1
2,160,3329,3,21,6320.6,6482.8,135970.4,21,6320.6,6482.8,135970.4,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
2,160,4438.66666666667,0.2,1,6448.2,6448.2,6448.2,1,6448.2,6448.2,6448.2,1,0,0,0,0,1,1
2,160,4438.66666666667,3,21,6405.8,6482.8,136061.6,21,6405.8,6482.8,136061.6,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
2,160,5548.33333333333,0.2,1,6466.2,6466.2,6466.2,1,6466.2,6466.2,6466.2,1,0,0,0,0,1,1
2,160,5548.33333333333,3,21,6444.4,6482.8,136100.4,21,6444.4,6482.8,136100.4,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
2,160,6658,0.2,1,6658,6658,6658,1,6658,6658,6658,1,0,0,0,0,1,1
2,160,6658,3,21,6658,6658,139818,21,6658,6658,139818,1,0,0,0,0,1,1
2,-160,-420,0.2,1,-420,-420,-420,1,-420,-420,-420,1,0,0,0,0,1,1
2,-160,-420,3,21,-420,-420,-8820,21,-420,-420,-8820,1,0,0,0,0,1,1
2,-160,759.666666666667,0.2,1,-300.4,-300.4,-300.4,1,-300.4,-300.4,-300.4,1,0,0,0,0,1,1
2,-160,759.666666666667,3,21,-300.4,-300.4,-6308.4,21,-300.4,-300.4,-6308.4,1,0,0,0,0,1,1
2,-160,1939.33333333333,0.2,1,-300.4,-300.4,-300.4,1,-300.4,-300.4,-300.4,1,0,0,0,0,1,1
2,-160,1939.33333333333,3,21,-300.4,-300.4,-6308.4,21,-300.4,-300.4,-6308.4,1,0,0,0,0,1,1
2,-160,3119,0.2,1,-300.4,-300.4,-300.4,1,-300.4,-300.4,-300.4,1,0,0,0,0,1,1
2,-160,3119,3,21,-300.4,-300.4,-6308.4,21,-300.4,-300.4,-6308.4,1,0,0,0,0,1,1
2,-160,4298.66666666667,0.2,1,-300.4,-300.4,-300.4,1,-300.4,-300.4,-300.4,1,0,0,0,0,1,1
2,-160,4298.66666666667,3,21,-300.4,-300.4,-6308.4,21,-300.4,-300.4,-6308.4,1,0,0,0,0,1,1
2,-160,5478.33333333333,0.2,1,-300.4,-300.4,-300.4,1,-300.4,-300.4,-300.4,1,0,0,0,0,1,1
2,-160,5478.33333333333,3,21,-201,-300.4,-6209,21,-201,-300.4,-6209,1,0,0,0,0,1,1
2,-160,6658,0.2,1,-300.4,-300.4,-300.4,1,-300.4,-300.4,-300.4,1,0,0,0,0,1,1
2,-160,6658,3,21,754.4,-300.4,-5253.6,21,754.4,-300.4,-5253.6,1,0,0,9.09494701772928e-13,9.09494701772928e-13,1,1
2,192,0,0.2,1,6521,6521,6521,1,6521,6521,6521,1,0,0,0,0,1,1
2,192,0,3,21,5618.66666666667,6521,136038.666666667,21,5618.66666666667,6521,136038.666666667,1,0,0,0,0,1,1
2,192,1087.5,0.2,1,6521,6521,6521,1,6521,6521,6521,1,0,0,0,0,1,1
2,192,1087.5,3,21,6358.33333333333,6521,136778.333333333,21,6358.33333333333,6521,136778.333333333,1,0,0,0,0,1,1
2,192,2175,0.2,1,6521,6521,6521,1,6521,6521,6521,1,0,0,0,0,1,1
2,192,2175,3,21,6521,6521,136941,21,6521,6521,136941,1,0,0,0,0,1,1
2,192,3262.5,0.2,1,6521,6521,6521,1,6521,6521,6521,1,0,0,0,0,1,1
2,192,3262.5,3,21,6521,6521,136941,21,6521,6521,136941,1,0,0,0,0,1,1
2,192,4350,0.2,1,6521,6521,6521,1,6521,6521,6521,1,0,0,0,0,1,1
2,192,4350,3,21,6521,6521,136941,21,6521,6521,136941,1,0,0,0,0,1,1
2,192,5437.5,0.2,1,6521,6521,6521,1,6521,6521,6521,1,0,0,0,0,1,1
2,192,5437.5,3,21,6521,6521,136941,21,6521,6521,136941,1,0,0,0,0,1,1
2,192,6525,0.2,1,6525,6525,6525,1,6525,6525,6525,1,0,0,0,0,1,1
2,192,6525,3,21,6525,6525,137025,21,6525,6525,137025,1,0,0,0,0,1,1
2,-192,-427,0.2,1,-427,-427,-427,1,-427,-427,-427,1,0,0,0,0,1,1
2,-192,-427,3,21,-427,-427,-8967,21,-427,-427,-8967,1,0,0,0,0,1,1
2,-192,731.5,0.2,1,-363.75,-363.75,-363.75,1,-363.75,-363.75,-363.75,1,0,0,0,0,1,1
2,-192,731.5,3,21,-363.75,-363.75,-7638.75,21,-363.75,-363.75,-7638.75,1,0,0,0,0,1,1
2,-192,1890,0.2,1,-363.75,-363.75,-363.75,1,-363.75,-363.75,-363.75,1,0,0,0,0,1,1
2,-192,1890,3,21,-363.75,-363.75,-7638.75,21,-363.75,-363.75,-7638.75,1,0,0,0,0,1,1
2,-192,3048.5,0.2,1,-363.75,-363.75,-363.75,1,-363.75,-363.75,-363.75,1,0,0,0,0,1,1
2,-192,3048.5,3,21,-363.75,-363.75,-7638.75,21,-363.75,-363.75,-7638.75,1,0,0,0,0,1,1
2,-192,4207,0.2,1,-363.75,-363.75,-363.75,1,-363.75,-363.75,-363.75,1,0,0,0,0,1,1
2,-192,4207,3,21,-363.75,-363.75,-7638.75,21,-363.75,-363.75,-7638.75,1,0,0,0,0,1,1
2,-192,5365.5,0.2,1,-363.75,-363.75,-363.75,1,-363.75,-363.75,-363.75,1,0,0,0,0,1,1
2,-192,5365.5,3,21,-363.75,-363.75,-7638.75,21,-363.75,-363.75,-7638.75,1,0,0,0,0,1,1
2,-192,6524,0.2,1,-363.75,-363.75,-363.75,1,-363.75,-363.75,-363.75,1,0,0,0,0,1,1
2,-192,6524,3,21,-85.25,-363.75,-7360.25,21,-85.25,-363.75,-7360.25,1,0,0,0,0,1,1
2,224,0,0.2,1,6596.83333333333,6596.83333333333,6596.83333333333,1,6596.83333333333,6596.83333333333,6596.83333333333,1,0,0,0,0,1,1
2,224,0,3,21,6126.5,6596.83333333333,138063.166666667,21,6126.5,6596.83333333333,138063.166666667,1,0,0,0,0,1,1
2,224,1123.33333333333,0.2,1,6596.83333333333,6596.83333333333,6596.83333333333,1,6596.83333333333,6596.83333333333,6596.83333333333,1,0,0,0,0,1,1
2,224,1123.33333333333,3,21,6595.5,6596.83333333333,138532.166666667,21,6595.5,6596.83333333333,138532.166666667,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
2,224,2246.66666666667,0.2,1,6596.83333333333,6596.83333333333,6596.83333333333,1,6596.83333333333,6596.83333333333,6596.83333333333,1,0,0,0,0,1,1
2,224,2246.66666666667,3,21,6596.83333333333,6596.83333333333,138533.5,21,6596.83333333333,6596.83333333333,138533.5,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
2,224,3370,0.2,1,6596.83333333333,6596.83333333333,6596.83333333333,1,6596.83333333333,6596.83333333333,6596.83333333333,1,0,0,0,0,1,1
2,224,3370,3,21,6596.83333333333,6596.83333333333,138533.5,21,6596.83333333333,6596.83333333333,138533.5,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
2,224,4493.33333333333,0.2,1,6596.83333333333,6596.83333333333,6596.83333333333,1,6596.83333333333,6596.83333333333,6596.83333333333,1,0,0,0,0,1,1
2,224,4493.33333333333,3,21,6596.83333333333,6596.83333333333,138533.5,21,6596.83333333333,6596.83333333333,138533.5,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
2,224,5616.66666666667,0.2,1,6596.83333333333,6596.83333333333,6596.83333333333,1,6596.83333333333,6596.83333333333,6596.83333333333,1,0,0,0,0,1,1
2,224,5616.66666666667,3,21,6596.83333333333,6596.83333333333,138533.5,21,6596.83333333333,6596.83333333333,138533.5,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
2,224,6740,0.2,1,6740,6740,6740,1,6740,6740,6740,1,0,0,0,0,1,1
2,224,6740,3,21,6740,6740,141540,21,6740,6740,141540,1,0,0,0,0,1,1
2,-224,-438,0.2,1,-438,-438,-438,1,-438,-438,-438,1,0,0,0,0,1,1
2,-224,-438,3,21,-438,-438,-9198,21,-438,-438,-9198,1,0,0,0,0,1,1
2,-224,758.333333333333,0.2,1,-394,-394,-394,1,-394,-394,-394,1,0,0,0,0,1,1
2,-224,758.333333333333,3,21,-394,-394,-8274,21,-394,-394,-8274,1,0,0,0,0,1,1
2,-224,1954.66666666667,0.2,1,-394,-394,-394,1,-394,-394,-394,1,0,0,0,0,1,1
2,-224,1954.66666666667,3,21,-394,-394,-8274,21,-394,-394,-8274,1,0,0,0,0,1,1
2,-224,3151,0.2,1,-394,-394,-394,1,-394,-394,-394,1,0,0,0,0,1,1
2,-224,3151,3,21,-394,-394,-8274,21,-394,-394,-8274,1,0,0,0,0,1,1
2,-224,4347.33333333333,0.2,1,-394,-394,-394,1,-394,-394,-394,1,0,0,0,0,1,1
2,-224,4347.33333333333,3,21,-394,-394,-8274,21,-394,-394,-8274,1,0,0,0,0,1,1
2,-224,5543.66666666667,0.2,1,-394,-394,-394,1,-394,-394,-394,1,0,0,0,0,1,1
2,-224,5543.66666666667,3,21,-394,-394,-8274,21,-394,-394,-8274,1,0,0,0,0,1,1
2,-224,6740,0.2,1,-394,-394,-394,1,-394,-394,-394,1,0,0,0,0,1,1
2,-224,6740,3,21,-313.333333333333,-394,-8193.33333333333,21,-313.333333333333,-394,-8193.33333333333,1,0,0,0,0,1,1
2,255,0,0.2,1,6665.16666666667,6665.16666666667,6665.16666666667,1,6665.16666666667,6665.16666666667,6665.16666666667,1,0,0,0,0,1,1
2,255,0,3,21,6538,6665.16666666667,139841.333333333,21,6538,6665.16666666667,139841.333333333,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
2,255,1136.83333333333,0.2,1,6665.16666666667,6665.16666666667,6665.16666666667,1,6665.16666666667,6665.16666666667,6665.16666666667,1,0,0,0,0,1,1
2,255,1136.83333333333,3,21,6665.16666666667,6665.16666666667,139968.5,21,6665.16666666667,6665.16666666667,139968.5,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
2,255,2273.66666666667,0.2,1,6665.16666666667,6665.16666666667,6665.16666666667,1,6665.16666666667,6665.16666666667,6665.16666666667,1,0,0,0,0,1,1
2,255,2273.66666666667,3,21,6665.16666666667,6665.16666666667,139968.5,21,6665.16666666667,6665.16666666667,139968.5,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
2,255,3410.5,0.2,1,6665.16666666667,6665.16666666667,6665.16666666667,1,6665.16666666667,6665.16666666667,6665.16666666667,1,0,0,0,0,1,1
2,255,3410.5,3,21,6665.16666666667,6665.16666666667,139968.5,21,6665.16666666667,6665.16666666667,139968.5,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
2,255,4547.33333333333,0.2,1,6665.16666666667,6665.16666666667,6665.16666666667,1,6665.16666666667,6665.16666666667,6665.16666666667,1,0,0,0,0,1,1
2,255,4547.33333333333,3,21,6665.16666666667,6665.16666666667,139968.5,21,6665.16666666667,6665.16666666667,139968.5,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
2,255,5684.16666666667,0.2,1,6665.16666666667,6665.16666666667,6665.16666666667,1,6665.16666666667,6665.16666666667,6665.16666666667,1,0,0,0,0,1,1
2,255,5684.16666666667,3,21,6665.16666666667,6665.16666666667,139968.5,21,6665.16666666667,6665.16666666667,139968.5,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
2,255,6821,0.2,1,6821,6821,6821,1,6821,6821,6821,1,0,0,0,0,1,1
2,255,6821,3,21,6821,6821,143241,21,6821,6821,143241,1,0,0,0,0,1,1
2,-255,-477,0.2,1,-477,-477,-477,1,-477,-477,-477,1,0,0,0,0,1,1
2,-255,-477,3,21,-477,-477,-10017,21,-477,-477,-10017,1,0,0,0,0,1,1
2,-255,739.333333333333,0.2,1,-437.333333333333,-437.333333333333,-437.333333333333,1,-437.333333333333,-437.333333333333,-437.333333333333,1,0,0,0,0,1,1
2,-255,739.333333333333,3,21,-437.333333333333,-437.333333333333,-9184,21,-437.333333333333,-437.333333333333,-9184,1,0,0,0,0,1,1
2,-255,1955.66666666667,0.2,1,-437.333333333333,-437.333333333333,-437.333333333333,1,-437.333333333333,-437.333333333333,-437.333333333333,1,0,0,0,0,1,1
2,-255,1955.66666666667,3,21,-437.333333333333,-437.333333333333,-9184,21,-437.333333333333,-437.333333333333,-9184,1,0,0,0,0,1,1
2,-255,3172,0.2,1,-437.333333333333,-437.333333333333,-437.333333333333,1,-437.333333333333,-437.333333333333,-437.333333333333,1,0,0,0,0,1,1
2,-255,3172,3,21,-437.333333333333,-437.333333333333,-9184,21,-437.333333333333,-437.333333333333,-9184,1,0,0,0,0,1,1
2,-255,4388.33333333333,0.2,1,-437.333333333333,-437.333333333333,-437.333333333333,1,-437.333333333333,-437.333333333333,-437.333333333333,1,0,0,0,0,1,1
2,-255,4388.33333333333,3,21,-437.333333333333,-437.333333333333,-9184,21,-437.333333333333,-437.333333333333,-9184,1,0,0,0,0,1,1
2,-255,5604.66666666667,0.2,1,-437.333333333333,-437.333333333333,-437.333333333333,1,-437.333333333333,-437.333333333333,-437.333333333333,1,0,0,0,0,1,1
2,-255,5604.66666666667,3,21,-437.333333333333,-437.333333333333,-9184,21,-437.333333333333,-437.333333333333,-9184,1,0,0,0,0,1,1
2,-255,6821,0.2,1,-437.333333333333,-437.333333333333,-437.333333333333,1,-437.333333333333,-437.333333333333,-437.333333333333,1,0,0,0,0,1,1
2,-255,6821,3,21,-433.5,-437.333333333333,-9180.16666666667,21,-433.5,-437.333333333333,-9180.16666666667,1,0,0,1.81898940354586e-12,1.81898940354586e-12,1,1
3,64,0,0.2,1,3181.66666666667,3181.66666666667,3181.66666666667,1,3181.66666666667,3181.66666666667,3181.66666666667,1,0,0,0,0,1,1
3,64,0,3,21,2222.33333333333,4524.33333333333,89726,21,2222.33333333333,4524.33333333333,89726,1,0,0,0,0,1,1
3,64,779.5,0.2,1,3807.66666666667,3807.66666666667,3807.66666666667,1,3807.66666666667,3807.66666666667,3807.66666666667,1,0,0,0,0,1,1
3,64,779.5,3,21,3211.66666666667,4524.33333333333,91015.3333333333,21,3211.66666666667,4524.33333333333,91015.3333333333,1,0,0,1.45519152283669e-11,1.45519152283669e-11,1,1
3,64,1559,0.2,1,4042,4042,4042,1,4042,4042,4042,1,0,0,0,0,1,1
3,64,1559,3,21,3732.33333333333,4524.33333333333,91696,21,3732.33333333333,4524.33333333333,91696,1,0,0,1.45519152283669e-11,1.45519152283669e-11,1,1
3,64,2338.5,0.2,1,4150,4150,4150,1,4150,4150,4150,1,0,0,0,0,1,1
3,64,2338.5,3,21,3986,4524.33333333333,92085.3333333333,21,3986,4524.33333333333,92085.3333333333,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
3,64,3118,0.2,1,4158,4158,4158,1,4158,4158,4158,1,0,0,0,0,1,1
3,64,3118,3,21,4139.33333333333,4524.33333333333,92297.6666666666,21,4139.33333333333,4524.33333333333,92297.6666666667,1,0,0,1.45519152283669e-11,1.45519152283669e-11,1,1
3,64,3897.5,0.2,1,4172,4172,4172,1,4172,4172,4172,1,0,0,0,0,1,1
3,64,3897.5,3,21,4160.33333333333,4524.33333333333,92560,21,4160.33333333333,4524.33333333333,92560,1,0,0,1.45519152283669e-11,1.45519152283669e-11,1,1
3,64,4677,0.2,1,4677,4677,4677,1,4677,4677,4677,1,0,0,0,0,1,1
3,64,4677,3,21,4677,4677,98217,21,4677,4677,98217,1,0,0,0,0,1,1
3,-64,-112,0.2,1,-112,-112,-112,1,-112,-112,-112,1,0,0,0,0,1,1
3,-64,-112,3,21,-112,-112,-2352,21,-112,-112,-2352,1,0,0,0,0,1,1
3,-64,1017.33333333333,0.2,1,-15,-15,-15,1,-15,-15,-15,1,0,0,0,0,1,1
3,-64,1017.33333333333,3,21,-14.3333333333333,-21.6666666666667,-443.333333333333,21,-14.3333333333333,-21.6666666666667,-443.333333333333,1,0,0,0,0,1,1
3,-64,2146.66666666667,0.2,1,-14.3333333333333,-14.3333333333333,-14.3333333333333,1,-14.3333333333333,-14.3333333333333,-14.3333333333333,1,0,0,0,0,1,1
3,-64,2146.66666666667,3,21,10,-21.6666666666667,-415,21,10,-21.6666666666667,-415,1,0,0,0,0,1,1
3,-64,3276,0.2,1,4.66666666666667,4.66666666666667,4.66666666666667,1,4.66666666666667,4.66666666666667,4.66666666666667,1,0,0,0,0,1,1
3,-64,3276,3,21,721.333333333333,-21.6666666666667,298.666666666667,21,721.333333333333,-21.6666666666667,298.666666666667,1,0,0,1.70530256582424e-13,1.70530256582424e-13,1,1
3,-64,4405.33333333333,0.2,1,706.333333333333,706.333333333333,706.333333333333,1,706.333333333333,706.333333333333,706.333333333333,1,0,0,0,0,1,1
3,-64,4405.33333333333,3,21,1608,-21.6666666666667,1188.66666666667,21,1608,-21.6666666666667,1188.66666666667,1,0,0,6.82121026329696e-13,6.82121026329696e-13,1,1
3,-64,5534.66666666667,0.2,1,1541.66666666667,1541.66666666667,1541.66666666667,1,1541.66666666667,1541.66666666667,1541.66666666667,1,0,0,0,0,1,1
3,-64,5534.66666666667,3,21,2560.33333333333,-21.6666666666667,2387.33333333333,21,2560.33333333333,-21.6666666666667,2387.33333333334,1,0,0,2.27373675443232e-12,2.27373675443232e-12,1,1
3,-64,6664,0.2,1,1541.66666666667,1541.66666666667,1541.66666666667,1,1541.66666666667,1541.66666666667,1541.66666666667,1,0,0,0,0,1,1
3,-64,6664,3,21,2560.33333333333,-21.6666666666667,2387.33333333333,21,2560.33333333333,-21.6666666666667,2387.33333333334,1,0,0,2.27373675443232e-12,2.27373675443232e-12,1,1
3,96,0,0.2,1,3427.75,3427.75,3427.75,1,3427.75,3427.75,3427.75,1,0,0,0,0,1,1
3,96,0,3,21,3028,4944.5,96483.5,21,3028,4944.5,96483.5,1,0,0,0,0,1,1
3,96,1012.83333333333,0.2,1,3524.25,3524.25,3524.25,1,3524.25,3524.25,3524.25,1,0,0,0,0,1,1
3,96,1012.83333333333,3,21,3389.5,4944.5,97573.5,21,3389.5,4944.5,97573.5,1,0,0,0,0,1,1
3,96,2025.66666666667,0.2,1,3599.5,3599.5,3599.5,1,3599.5,3599.5,3599.5,1,0,0,0,0,1,1
