case_id,grid,motor,pwm,q_initial,duration,sample_index,time_s,position
91,globalPerMotor,1,128,4602.8,0.2,1,0.2,12490.1666666667
92,globalPerMotor,1,128,5515.1,0.2,0,0,5515.1
92,globalPerMotor,1,128,5515.1,0.2,1,0.2,13272.6666666667
93,globalPerMotor,1,128,6427.4,0.2,0,0,6427.4
93,globalPerMotor,1,128,6427.4,0.2,1,0.2,14070.3333333333
94,globalPerMotor,1,128,7339.7,0.2,0,0,7339.7
94,globalPerMotor,1,128,7339.7,0.2,1,0.2,14815
95,globalPerMotor,1,128,8252,0.2,0,0,8252
95,globalPerMotor,1,128,8252,0.2,1,0.2,15473.1666666667
96,globalPerMotor,1,128,9164.3,0.2,0,0,9164.3
96,globalPerMotor,1,128,9164.3,0.2,1,0.2,16044.6666666667
97,globalPerMotor,1,128,10076.6,0.2,0,0,10076.6
97,globalPerMotor,1,128,10076.6,0.2,1,0.2,16582.5
98,globalPerMotor,1,128,10988.9,0.2,0,0,10988.9
98,globalPerMotor,1,128,10988.9,0.2,1,0.2,16889.8333333333
99,globalPerMotor,1,128,11901.2,0.2,0,0,11901.2
99,globalPerMotor,1,128,11901.2,0.2,1,0.2,17083
100,globalPerMotor,1,128,12813.5,0.2,0,0,12813.5
100,globalPerMotor,1,128,12813.5,0.2,1,0.2,17101
101,globalPerMotor,1,128,13725.8,0.2,0,0,13725.8
101,globalPerMotor,1,128,13725.8,0.2,1,0.2,17101
102,globalPerMotor,1,128,14638.1,0.2,0,0,14638.1
102,globalPerMotor,1,128,14638.1,0.2,1,0.2,17101
103,globalPerMotor,1,128,15550.4,0.2,0,0,15550.4
103,globalPerMotor,1,128,15550.4,0.2,1,0.2,17101
104,globalPerMotor,1,128,16462.7,0.2,0,0,16462.7
104,globalPerMotor,1,128,16462.7,0.2,1,0.2,17101
105,globalPerMotor,1,128,17375,0.2,0,0,17375
105,globalPerMotor,1,128,17375,0.2,1,0.2,17375
127,globalPerMotor,1,160,-871,0.2,0,0,-871
127,globalPerMotor,1,160,-871,0.2,1,0.2,9023.8
128,globalPerMotor,1,160,41.3,0.2,0,0,41.3
128,globalPerMotor,1,160,41.3,0.2,1,0.2,9249
129,globalPerMotor,1,160,953.6,0.2,0,0,953.6
129,globalPerMotor,1,160,953.6,0.2,1,0.2,10279.2
130,globalPerMotor,1,160,1865.9,0.2,0,0,1865.9
130,globalPerMotor,1,160,1865.9,0.2,1,0.2,11113.8
131,globalPerMotor,1,160,2778.2,0.2,0,0,2778.2
131,globalPerMotor,1,160,2778.2,0.2,1,0.2,11876.4
132,globalPerMotor,1,160,3690.5,0.2,0,0,3690.5
132,globalPerMotor,1,160,3690.5,0.2,1,0.2,12661.8
133,globalPerMotor,1,160,4602.8,0.2,0,0,4602.8
133,globalPerMotor,1,160,4602.8,0.2,1,0.2,13433.8
134,globalPerMotor,1,160,5515.1,0.2,0,0,5515.1
134,globalPerMotor,1,160,5515.1,0.2,1,0.2,14225.2
135,globalPerMotor,1,160,6427.4,0.2,0,0,6427.4
135,globalPerMotor,1,160,6427.4,0.2,1,0.2,15011.6
136,globalPerMotor,1,160,7339.7,0.2,0,0,7339.7
136,globalPerMotor,1,160,7339.7,0.2,1,0.2,15754.8
137,globalPerMotor,1,160,8252,0.2,0,0,8252
137,globalPerMotor,1,160,8252,0.2,1,0.2,16325.4
138,globalPerMotor,1,160,9164.3,0.2,0,0,9164.3
138,globalPerMotor,1,160,9164.3,0.2,1,0.2,16734.6
139,globalPerMotor,1,160,10076.6,0.2,0,0,10076.6
139,globalPerMotor,1,160,10076.6,0.2,1,0.2,16912
140,globalPerMotor,1,160,10988.9,0.2,0,0,10988.9
140,globalPerMotor,1,160,10988.9,0.2,1,0.2,17009.8
141,globalPerMotor,1,160,11901.2,0.2,0,0,11901.2
141,globalPerMotor,1,160,11901.2,0.2,1,0.2,17101.6
142,globalPerMotor,1,160,12813.5,0.2,0,0,12813.5
142,globalPerMotor,1,160,12813.5,0.2,1,0.2,17116.6
143,globalPerMotor,1,160,13725.8,0.2,0,0,13725.8
143,globalPerMotor,1,160,13725.8,0.2,1,0.2,17116.6
144,globalPerMotor,1,160,14638.1,0.2,0,0,14638.1
