case_id,grid,motor,direction,pwm,initial_index,q_initial,duration,n_points,first,q_final,trajectory_sum,displacement,abs_stroke_fraction,monotonic,n_reverse_steps,minimum_directed_step,out_of_curve_domain,held_initial
240,perCombination,1,closing,224,9,6912.8,3,21,14461.1666666667,17213.8333333333,358737.833333333,10301.0333333333,0.564563922686251,1,0,0,0,0
241,perCombination,1,closing,224,10,7776.9,3,21,15260.3333333333,17213.8333333333,359537,9436.93333333333,0.517205597573897,1,0,0,0,0
242,perCombination,1,closing,224,11,8641,3,21,16094.6666666667,17213.8333333333,360371.333333333,8572.83333333333,0.469847272461544,1,0,0,0,0
243,perCombination,1,closing,224,12,9505.1,3,21,16820.6666666667,17213.8333333333,361097.333333333,7708.73333333333,0.422488947349191,1,0,0,0,0
244,perCombination,1,closing,224,13,10369.2,3,21,17033.5,17213.8333333333,361310.166666667,6844.63333333333,0.375130622236837,1,0,0,0,0
245,perCombination,1,closing,224,14,11233.3,3,21,17162.5,17213.8333333333,361439.166666667,5980.53333333333,0.327772297124484,1,0,0,0,0
246,perCombination,1,closing,224,15,12097.4,3,21,17213.8333333333,17213.8333333333,361490.5,5116.43333333333,0.28041397201213,1,0,0,0,0
247,perCombination,1,closing,224,16,12961.5,3,21,17213.8333333333,17213.8333333333,361490.5,4252.33333333333,0.233055646899777,1,0,0,0,0
248,perCombination,1,closing,224,17,13825.6,3,21,17213.8333333333,17213.8333333333,361490.5,3388.23333333333,0.185697321787424,1,0,0,0,0
249,perCombination,1,closing,224,18,14689.7,3,21,17213.8333333333,17213.8333333333,361490.5,2524.13333333333,0.13833899667507,1,0,0,0,0
250,perCombination,1,closing,224,19,15553.8,3,21,17213.8333333333,17213.8333333333,361490.5,1660.03333333333,0.0909806715627169,1,0,0,0,0
251,perCombination,1,closing,224,20,16417.9,3,21,17213.8333333333,17213.8333333333,361490.5,795.933333333331,0.0436223464503634,1,0,0,0,0
252,perCombination,1,closing,224,21,17282,3,21,17282,17282,362922,0,0,1,0,0,1,1
274,perCombination,1,closing,255,1,0,3,21,7924.66666666667,17246.5,351502,17246.5,0.945220870327743,1,0,0,0,0
275,perCombination,1,closing,255,2,868.75,3,21,9118.33333333333,17246.5,353643.333333333,16377.75,0.897607694837225,1,0,0,0,0
276,perCombination,1,closing,255,3,1737.5,3,21,9979.5,17246.5,354786.833333333,15509,0.849994519346706,1,0,0,0,0
277,perCombination,1,closing,255,4,2606.25,3,21,10835.5,17246.5,355755.5,14640.25,0.802381343856188,1,0,0,0,0
278,perCombination,1,closing,255,5,3475,3,21,11684.8333333333,17246.5,356614.833333333,13771.5,0.754768168365669,1,0,0,0,0
279,perCombination,1,closing,255,6,4343.75,3,21,12463.8333333333,17246.5,357393.833333333,12902.75,0.707154992875151,1,0,0,0,0
280,perCombination,1,closing,255,7,5212.5,3,21,13304,17246.5,358234,12034,0.659541817384632,1,0,0,0,0
281,perCombination,1,closing,255,8,6081.25,3,21,14172,17246.5,359102,11165.25,0.611928641894114,1,0,0,0,0
282,perCombination,1,closing,255,9,6950,3,21,14987,17246.5,359917,10296.5,0.564315466403595,1,0,0,0,0
283,perCombination,1,closing,255,10,7818.75,3,21,15841,17246.5,360771,9427.75,0.516702290913077,1,0,0,0,0
284,perCombination,1,closing,255,11,8687.5,3,21,16582.8333333333,17246.5,361512.833333333,8559,0.469089115422558,1,0,0,0,0
285,perCombination,1,closing,255,12,9556.25,3,21,17030.5,17246.5,361960.5,7690.25,0.42147593993204,1,0,0,0,0
286,perCombination,1,closing,255,13,10425,3,21,17187.1666666667,17246.5,362117.166666667,6821.5,0.373862764441521,1,0,0,0,0
287,perCombination,1,closing,255,14,11293.75,3,21,17246.5,17246.5,362176.5,5952.75,0.326249588951003,1,0,0,0,0
288,perCombination,1,closing,255,15,12162.5,3,21,17246.5,17246.5,362176.5,5084,0.278636413460485,1,0,0,0,0
289,perCombination,1,closing,255,16,13031.25,3,21,17246.5,17246.5,362176.5,4215.25,0.231023237969966,1,0,0,0,0
290,perCombination,1,closing,255,17,13900,3,21,17246.5,17246.5,362176.5,3346.5,0.183410062479448,1,0,0,0,0
291,perCombination,1,closing,255,18,14768.75,3,21,17246.5,17246.5,362176.5,2477.75,0.135796886988929,1,0,0,0,0
292,perCombination,1,closing,255,19,15637.5,3,21,17246.5,17246.5,362176.5,1609,0.0881837114984106,1,0,0,0,0
293,perCombination,1,closing,255,20,16506.25,3,21,17246.5,17246.5,362176.5,740.25,0.0405705360078921,1,0,0,0,0
294,perCombination,1,closing,255,21,17375,3,21,17375,17375,364875,0,0,1,0,0,1,1
316,perCombination,1,opening,-64,1,-194,3,21,-194,-194,-4074,0,0,1,0,-0,1,1
317,perCombination,1,opening,-64,2,666.5,3,21,-145.333333333333,-145.333333333333,-3052,-811.833333333333,0.0444937703240893,1,0,-0,0,0
318,perCombination,1,opening,-64,3,1527,3,21,159,-145.333333333333,-2747.66666666667,-1672.33333333333,0.0916547919178633,1,0,-0,0,0
319,perCombination,1,opening,-64,4,2387.5,3,21,573.666666666667,-145.333333333333,-2333,-2532.83333333333,0.138815813511637,1,0,-0,0,0
320,perCombination,1,opening,-64,5,3248,3,21,862.333333333333,-145.333333333333,-2044.33333333333,-3393.33333333333,0.185976835105411,1,0,-0,0,0
321,perCombination,1,opening,-64,6,4108.5,3,21,1181.33333333333,-145.333333333333,-1581.33333333333,-4253.83333333333,0.233137856699185,1,0,-0,0,0
322,perCombination,1,opening,-64,7,4969,3,21,1791.33333333333,-145.333333333333,-681.333333333333,-5114.33333333333,0.280298878292959,1,0,-0,0,0
323,perCombination,1,opening,-64,8,5829.5,3,21,2404.66666666667,-145.333333333333,224.999999999999,-5974.83333333333,0.327459899886733,1,0,-0,0,0
324,perCombination,1,opening,-64,9,6690,3,21,3248.33333333333,-145.333333333333,1357.33333333333,-6835.33333333333,0.374620921480507,1,0,-0,0,0
325,perCombination,1,opening,-64,10,7550.5,3,21,4116.33333333333,-145.333333333333,2702.66666666667,-7695.83333333333,0.421781943074281,1,0,-0,0,0
326,perCombination,1,opening,-64,11,8411,3,21,5005.66666666667,-145.333333333333,4520.00000000001,-8556.33333333333,0.468942964668055,1,0,-0,0,0
327,perCombination,1,opening,-64,12,9271.5,3,21,5896.33333333333,-145.333333333333,6347,-9416.83333333333,0.516103986261829,1,0,-0,0,0
328,perCombination,1,opening,-64,13,10132,3,21,6806.66666666667,-145.333333333333,8469.99999999999,-10277.3333333333,0.563265007855603,1,0,-0,0,0
329,perCombination,1,opening,-64,14,10992.5,3,21,7702.66666666667,-145.333333333333,10898.6666666667,-11137.8333333333,0.610426029449377,1,0,-0,0,0
330,perCombination,1,opening,-64,15,11853,3,21,8583,-145.333333333333,13651,-11998.3333333333,0.657587051043151,1,0,-0,0,0
331,perCombination,1,opening,-64,16,12713.5,3,21,9481.33333333333,-145.333333333333,16531,-12858.8333333333,0.704748072636925,1,0,-0,0,0
332,perCombination,1,opening,-64,17,13574,3,21,10392,-145.333333333333,19643,-13719.3333333333,0.751909094230699,1,0,-0,0,0
333,perCombination,1,opening,-64,18,14434.5,3,21,11635,-145.333333333333,24796,-14579.8333333333,0.799070115824473,1,0,-0,0,0
334,perCombination,1,opening,-64,19,15295,3,21,11635,-145.333333333333,24796,-15440.3333333333,0.846231137418247,1,0,-0,0,0
335,perCombination,1,opening,-64,20,16155.5,3,21,11635,-145.333333333333,24796,-16300.8333333333,0.893392159012021,1,0,-0,0,0
336,perCombination,1,opening,-64,21,17016,3,21,11635,-145.333333333333,24796,-17161.3333333333,0.940553180605795,1,0,-0,0,0
358,perCombination,1,opening,-96,1,-368,3,21,-368,-368,-7728,0,0,1,0,-0,1,1
359,perCombination,1,opening,-96,2,502.7,3,21,-320,-320,-6720,-822.7,0.0450893346486901,1,0,-0,0,0
360,perCombination,1,opening,-96,3,1373.4,3,21,-320,-320,-6720,-1693.4,0.0928093828784391,1,0,-0,0,0
361,perCombination,1,opening,-96,4,2244.1,3,21,-320,-320,-6720,-2564.1,0.140529431108188,1,0,-0,0,0
362,perCombination,1,opening,-96,5,3114.8,3,21,-320,-320,-6720,-3434.8,0.188249479337937,1,0,-0,0,0
363,perCombination,1,opening,-96,6,3985.5,3,21,-320,-320,-6720,-4305.5,0.235969527567686,1,0,-0,0,0
364,perCombination,1,opening,-96,7,4856.2,3,21,-194.5,-320,-6594.5,-5176.2,0.283689575797435,1,0,-0,0,0
365,perCombination,1,opening,-96,8,5726.9,3,21,181.25,-320,-6218.75,-6046.9,0.331409624027184,1,0,-0,0,0
366,perCombination,1,opening,-96,9,6597.6,3,21,897,-320,-5503,-6917.6,0.379129672256933,1,0,-0,0,0
367,perCombination,1,opening,-96,10,7468.3,3,21,1776.5,-320,-4623.5,-7788.3,0.426849720486682,1,0,-0,0,0
368,perCombination,1,opening,-96,11,8339,3,21,2615.75,-320,-3784.25,-8659,0.474569768716431,1,0,-0,0,0
