checkpointLabel,checkpointPath,numEpisodes,episodeRewardMean,episodeRewardStd,trackingMseMean,trackingMseStd,trackingMaeMean,trackingMaeStd,actionL2Mean,actionL2Std,absPwmMean,absPwmStd,saturationFractionMean,saturationFractionStd,deltaActionL2Mean,deltaActionL2Std,stepsPerEpisodeMean,stepsPerEpisodeStd
x260318214114__Agent250mat,C:\Users\pc\Desktop\PROTESIS_PRACTICAS\Agentes\trainedAgentsProtesisTest\td3\_\26-03-18 21 41 14\Agent250.mat,2,-2.7899253985845,0.650397237395456,0.125280276147605,0.0296255145477414,0.288788267573092,0.03595268499718,0.153451469714446,0.00620037570389296,87.4545454545455,1.28564869306645,0,0,0.163477050951099,0.0593886325923895,22,0
