checkpointLabel,checkpointPath,numEpisodes,episodeRewardMean,episodeRewardStd,trackingMseMean,trackingMseStd,trackingMaeMean,trackingMaeStd,actionL2Mean,actionL2Std,absPwmMean,absPwmStd,saturationFractionMean,saturationFractionStd,deltaActionL2Mean,deltaActionL2Std,stepsPerEpisodeMean,stepsPerEpisodeStd
x260318214114__Agent250mat,C:\Users\pc\Desktop\PROTESIS_PRACTICAS\Agentes\trainedAgentsProtesisTest\td3\_\26-03-18 21 41 14\Agent250.mat,1,-3.90462651195203,0,0.174231462681962,0,0.37654403270239,0,0.325156058858481,0,132.727272727273,0,0,0,0.0397444206440746,0,22,0
