checkpoint,numEpisodes,episodeRewardMean,episodeRewardStd,trackingMseMean,trackingMseStd,trackingMaeMean,trackingMaeStd,actionL2Mean,actionL2Std,absPwmMean,absPwmStd,saturationFractionMean,saturationFractionStd,deltaActionL2Mean,deltaActionL2Std,stepsPerEpisodeMean,stepsPerEpisodeStd
Agent1000.mat,2,-2.87915675479451,0.717416710730091,0.125280276147605,0.0296255145477414,0.288788267573092,0.03595268499718,0.170183495858236,0.0136661342044988,90.5454545454545,6.17111372671895,0,0,0.320579996704564,0.225358650462193,22,0
Agent250.mat,2,-3.63295365921807,0.529476141737294,0.161177592649563,0.0184609600412742,0.366277326046388,0.0145193157938254,0.334282618573276,0.012906904526471,134.545454545455,2.57129738613291,0,0,0.0521176836747771,0.0174984363888291,22,0
